ticker,date,sentiment_score,uncertainty_score,sentiment_score_qa,uncertainty_score_qa,sector
ACLS,2021-08-05,0.512312,0.009699,0.2195,0.007341,Technology
ACLS,2020-02-06,0.473014,0.008213,0.17912,0.006536,Technology
ACLS,2021-11-04,0.577868,0.007792,0.186402,0.007949,Technology
SLB,2019-04-18,0.183171,0.00436,0.24503,0.011225,Energy
SLB,2020-04-17,-0.183103,0.009877,0.085469,0.014902,Energy
SLB,2021-07-23,0.583085,0.0041,0.371894,0.00726,Energy
SLB,2018-10-19,0.358906,0.004509,0.167588,0.006248,Energy
SLB,2018-04-20,0.121506,0.00504,0.295386,0.006454,Energy
SLB,2021-04-23,0.428569,0.00488,0.366683,0.014026,Energy
SLB,2019-07-19,0.495248,0.003834,0.299432,0.009379,Energy
SLB,2021-10-22,0.549953,0.004151,0.355236,0.008291,Energy
SLB,2021-01-22,0.539368,0.005942,0.270231,0.013048,Energy
SLB,2022-01-21,0.616155,0.004339,0.305241,0.008101,Energy
SLB,2022-04-22,0.370632,0.005441,0.359952,0.008432,Energy
SLB,2019-10-18,0.231317,0.007466,0.145206,0.010448,Energy
SLB,2020-01-17,0.092794,0.006175,0.282557,0.011094,Energy
SLB,2022-07-22,0.645647,0.004733,0.342447,0.010823,Energy
SLB,2020-10-16,0.306482,0.009005,0.337008,0.010687,Energy
SLB,2020-07-24,0.147142,0.008713,0.242468,0.008988,Energy
SLB,2019-01-18,0.08668,0.004035,0.194396,0.009024,Energy
CRL,2021-02-17,0.573338,0.009831,0.245474,0.010398,Healthcare
CRL,2021-05-04,0.59676,0.006977,0.222853,0.007705,Healthcare
CRL,2020-10-29,0.569244,0.008084,0.168684,0.007784,Healthcare
CRL,2020-08-05,0.466413,0.010824,0.17278,0.009815,Healthcare
CRL,2019-11-06,0.488667,0.006822,0.225452,0.00829,Healthcare
CRL,2020-05-07,0.266597,0.012882,0.129138,0.011501,Healthcare
CRL,2019-05-07,0.347165,0.00486,0.175688,0.006921,Healthcare
CRL,2019-02-13,0.548042,0.007444,0.13309,0.011175,Healthcare
CRL,2021-11-05,0.208434,0.010175,0.161069,0.008894,Healthcare
CRL,2020-02-11,0.532868,0.006965,0.220483,0.007526,Healthcare
CRL,2018-11-07,0.474379,0.009707,0.164137,0.00769,Healthcare
CRL,2021-08-04,0.527688,0.008394,0.224167,0.005492,Healthcare
CRL,2019-07-31,0.404127,0.003896,0.259922,0.007925,Healthcare
CSGP,2021-10-26,0.361311,0.009442,0.183219,0.013148,Real Estate
CSGP,2020-02-25,0.352112,0.011395,0.183951,0.006773,Real Estate
CSGP,2019-04-23,0.542786,0.008345,0.128029,0.008348,Real Estate
CSGP,2019-02-26,0.501441,0.010087,0.182725,0.009022,Real Estate
CSGP,2018-10-23,0.302503,0.008676,0.128828,0.007914,Real Estate
CSGP,2019-07-23,0.489748,0.010034,0.185796,0.006016,Real Estate
CSGP,2020-10-27,0.344408,0.010043,0.114167,0.005871,Real Estate
CSGP,2021-07-27,0.597852,0.011642,0.15949,0.006275,Real Estate
CSGP,2018-07-24,0.437402,0.008516,0.237737,0.008256,Real Estate
CSGP,2020-04-28,-0.022825,0.011033,0.010985,0.014124,Real Estate
CSGP,2019-10-22,0.291217,0.01071,0.112649,0.009534,Real Estate
CSGP,2021-02-23,0.484087,0.011731,0.162696,0.007591,Real Estate
CSGP,2020-07-28,0.356061,0.013405,0.158935,0.011054,Real Estate
CSGP,2021-04-27,0.412718,0.008515,0.144415,0.00895,Real Estate
CHEF,2020-02-12,0.139316,0.013229,0.15202,0.005634,Consumer Defensive
CHEF,2021-04-28,-0.213491,0.012987,0.137202,0.008977,Consumer Defensive
CHEF,2022-04-27,0.325471,0.012451,0.177446,0.010385,Consumer Defensive
CHEF,2021-10-27,0.243069,0.012812,0.13427,0.009323,Consumer Defensive
CHEF,2021-07-28,0.35585,0.014751,0.192046,0.009358,Consumer Defensive
CHEF,2020-05-06,-0.125695,0.012974,0.134938,0.008121,Consumer Defensive
CHEF,2022-07-27,0.341346,0.0125,0.178078,0.010398,Consumer Defensive
CHEF,2022-02-09,0.183094,0.014445,0.228087,0.005616,Consumer Defensive
CHEF,2021-02-10,-0.210537,0.014404,0.204913,0.008387,Consumer Defensive
CHEF,2019-02-13,0.306709,0.011446,0.181998,0.005965,Consumer Defensive
CHEF,2019-05-01,0.336428,0.009554,0.223815,0.008513,Consumer Defensive
CHEF,2019-07-31,0.24612,0.013087,0.287605,0.009662,Consumer Defensive
CHEF,2018-05-09,0.100868,0.012373,0.224861,0.005561,Consumer Defensive
EL,2020-11-02,0.378617,0.00435,0.293365,0.007881,Consumer Defensive
EL,2018-02-02,0.685469,0.006413,0.282957,0.00995,Consumer Defensive
EL,2020-05-01,0.227275,0.006023,0.164946,0.007569,Consumer Defensive
EL,2022-02-03,0.701526,0.003821,0.381566,0.00584,Consumer Defensive
EL,2021-05-03,0.715821,0.004841,0.292533,0.005661,Consumer Defensive
EL,2022-08-18,0.501678,0.005596,0.145301,0.008166,Consumer Defensive
EL,2019-10-31,0.459644,0.007759,0.310038,0.009716,Consumer Defensive
EL,2021-02-05,0.567032,0.004093,0.253665,0.007353,Consumer Defensive
EL,2021-08-19,0.614238,0.006678,0.320524,0.008529,Consumer Defensive
EL,2022-05-03,0.482992,0.006635,0.209083,0.010192,Consumer Defensive
EL,2021-11-02,0.682099,0.006216,0.320305,0.008462,Consumer Defensive
EL,2018-10-31,0.577651,0.004997,0.266423,0.012798,Consumer Defensive
EL,2019-08-19,0.654516,0.007127,0.308611,0.007256,Consumer Defensive
EL,2020-08-20,0.292624,0.005718,0.183752,0.007724,Consumer Defensive
EL,2019-02-05,0.59842,0.005619,0.272347,0.006711,Consumer Defensive
EL,2019-05-01,0.578965,0.005882,0.17234,0.008277,Consumer Defensive
EL,2020-02-06,0.630884,0.004426,0.172991,0.007188,Consumer Defensive
ARGX,2020-07-31,0.300455,0.005213,0.118218,0.011774,Healthcare
ARGX,2022-03-03,0.274131,0.007449,0.083823,0.008206,Healthcare
ARGX,2020-10-22,0.458197,0.006013,0.085503,0.010863,Healthcare
ARGX,2021-05-14,0.486643,0.007168,0.13321,0.009045,Healthcare
ARGX,2021-07-29,0.40664,0.007426,0.173801,0.010907,Healthcare
ARGX,2021-03-04,0.322415,0.007212,0.153306,0.009076,Healthcare
ARGX,2022-07-28,0.492917,0.006729,0.149082,0.005141,Healthcare
ARGX,2020-05-14,0.267643,0.006596,0.158564,0.00906,Healthcare
ARGX,2021-10-28,0.332121,0.006434,0.148494,0.008239,Healthcare
ARGX,2022-05-05,0.352745,0.007309,0.134693,0.008277,Healthcare
ARGX,2020-02-27,0.286293,0.004819,0.121185,0.011447,Healthcare
CPRX,2021-11-10,0.473928,0.008479,0.08591,0.013423,Healthcare
CPRX,2021-08-10,0.368013,0.010263,0.208382,0.011898,Healthcare
CPRX,2019-05-13,0.33527,0.006236,0.115605,0.010924,Healthcare
CPRX,2020-03-17,0.155658,0.008116,0.14118,0.011101,Healthcare
CPRX,2019-11-13,0.262176,0.010324,0.139016,0.010484,Healthcare
CPRX,2020-05-12,0.21305,0.008467,0.194887,0.013749,Healthcare
CPRX,2020-11-10,0.31292,0.007267,0.192852,0.015013,Healthcare
CPRX,2019-03-19,0.291646,0.008386,0.200555,0.007168,Healthcare
CPRX,2020-08-11,0.304297,0.007931,0.150881,0.011286,Healthcare
CPRX,2019-08-08,0.232896,0.006709,0.121493,0.015526,Healthcare
CPRX,2021-05-11,0.227688,0.008212,0.141431,0.01481,Healthcare
WFC,2020-01-14,0.064901,0.004733,0.071043,0.011491,Financial Services
WFC,2021-07-14,0.300026,0.009138,0.09328,0.014286,Financial Services
WFC,2018-01-12,0.145666,0.006828,0.114955,0.011191,Financial Services
WFC,2020-10-14,0.055149,0.01016,0.061521,0.008561,Financial Services
WFC,2018-10-12,0.063207,0.006805,0.108399,0.009362,Financial Services
WFC,2019-04-12,0.117903,0.009844,0.102565,0.012206,Financial Services
WFC,2021-04-14,0.081293,0.006467,0.090095,0.007309,Financial Services
WFC,2023-07-14,0.251053,0.009747,0.094007,0.009819,Financial Services
WFC,2022-01-14,0.35134,0.011441,0.167056,0.007549,Financial Services
WFC,2022-10-14,0.185404,0.006276,0.055621,0.009917,Financial Services
WFC,2021-10-14,0.062351,0.006698,0.144451,0.007565,Financial Services
WFC,2021-01-15,0.104695,0.010727,0.122689,0.009844,Financial Services
WFC,2019-07-16,0.156925,0.006202,0.061986,0.011168,Financial Services
WFC,2023-01-13,0.271491,0.009292,0.098824,0.010085,Financial Services
WFC,2023-10-13,0.070439,0.00785,0.116357,0.01319,Financial Services
WFC,2022-04-14,0.078138,0.010422,0.02345,0.011855,Financial Services
WFC,2020-07-14,0.050534,0.010125,0.0947,0.009095,Financial Services
WFC,2022-07-15,0.189043,0.006547,0.126739,0.011091,Financial Services
WFC,2019-01-15,-0.030711,0.00844,0.124788,0.010594,Financial Services
WFC,2018-04-13,-0.099221,0.012263,0.130747,0.007927,Financial Services
WFC,2019-10-15,0.219858,0.006336,0.077617,0.014812,Financial Services
WFC,2020-04-14,-0.066478,0.005293,0.059872,0.011388,Financial Services
CRWD,2021-06-03,0.517423,0.006384,0.276097,0.010493,Technology
CRWD,2021-12-01,0.618815,0.006866,0.232666,0.005024,Technology
CRWD,2021-08-31,0.501681,0.00707,0.22436,0.004037,Technology
CRWD,2021-03-16,0.641183,0.007318,0.274234,0.010572,Technology
CRWD,2020-09-02,0.485132,0.007383,0.2848,0.005198,Technology
CRWD,2022-11-29,0.508391,0.010357,0.219278,0.008453,Technology
CRWD,2023-03-07,0.633556,0.00701,0.235616,0.005059,Technology
CRWD,2020-12-02,0.533126,0.00781,0.264386,0.005752,Technology
CRWD,2022-03-09,0.549113,0.008619,0.234965,0.004974,Technology
CRWD,2020-03-19,0.435322,0.006557,0.294299,0.005703,Technology
CRWD,2023-08-30,0.558684,0.004509,0.246229,0.006112,Technology
CRWD,2023-05-31,0.592991,0.006989,0.217741,0.009916,Technology
CRWD,2020-06-02,0.482142,0.006402,0.221431,0.006316,Technology
CRWD,2023-11-28,0.522119,0.003747,0.20404,0.005837,Technology
CRWD,2022-06-02,0.505929,0.006181,0.270598,0.005955,Technology
CRWD,2022-08-30,0.645819,0.00863,0.259745,0.005923,Technology
CRWD,2019-12-05,0.507834,0.005983,0.30814,0.005838,Technology
CASH,2021-01-27,0.290308,0.009002,0.115217,0.015275,Financial Services
CASH,2021-10-27,0.515986,0.013616,0.097799,0.008701,Financial Services
CASH,2021-07-28,0.355817,0.008551,0.180711,0.012052,Financial Services
CASH,2019-04-25,0.287905,0.006744,0.194221,0.009671,Financial Services
CASH,2020-01-29,0.29164,0.011096,0.178841,0.014508,Financial Services
CASH,2020-10-28,0.160919,0.010864,0.142635,0.010189,Financial Services
CASH,2019-10-24,0.441702,0.008679,0.140884,0.017684,Financial Services
CASH,2020-07-22,0.196778,0.00551,0.113668,0.01301,Financial Services
CASH,2019-01-28,0.338316,0.008671,0.148298,0.010936,Financial Services
CASH,2019-07-30,0.289077,0.00789,0.131882,0.010671,Financial Services
CASH,2020-04-22,0.039293,0.011682,0.11211,0.012152,Financial Services
CASH,2021-04-27,0.241199,0.008712,0.195945,0.014352,Financial Services
PSX,2020-07-31,-0.126444,0.007357,0.070078,0.009991,Energy
PSX,2022-01-28,0.312531,0.005804,0.184671,0.007793,Energy
PSX,2023-05-03,0.285545,0.004627,0.260102,0.006495,Energy
PSX,2020-05-01,0.031714,0.005527,0.084918,0.009861,Energy
PSX,2023-01-31,0.029488,0.003256,0.129418,0.011713,Energy
PSX,2018-07-27,0.416679,0.005405,0.19425,0.011411,Energy
PSX,2023-10-27,0.385239,0.004561,0.261771,0.011127,Energy
PSX,2019-04-30,0.064768,0.005066,0.148686,0.013064,Energy
PSX,2022-07-29,0.257773,0.006912,0.250858,0.009847,Energy
PSX,2021-08-03,0.265466,0.003564,0.207246,0.00845,Energy
PSX,2020-10-30,0.155186,0.0042,0.190332,0.010004,Energy
PSX,2020-01-31,0.088364,0.00609,0.068579,0.012959,Energy
PSX,2019-10-25,0.198202,0.005469,0.129047,0.009437,Energy
PSX,2022-11-01,-0.090279,0.00418,0.156625,0.009539,Energy
PSX,2019-07-26,0.395168,0.006193,0.167179,0.011832,Energy
PSX,2022-04-29,0.011262,0.005857,0.241795,0.008131,Energy
PSX,2021-04-30,0.240959,0.003918,0.166305,0.007758,Energy
PSX,2021-01-29,0.096095,0.005938,0.179262,0.00777,Energy
PSX,2021-10-29,0.33158,0.005528,0.147948,0.008423,Energy
PSX,2023-08-02,0.173376,0.006861,0.239662,0.009072,Energy
PSX,2018-10-26,0.25728,0.005083,0.209372,0.00943,Energy
PSX,2019-02-08,0.331858,0.0051,0.125148,0.010176,Energy
MRK,2020-07-31,0.478809,0.010155,0.191461,0.011956,Healthcare
MRK,2018-10-25,0.541185,0.007713,0.131834,0.008617,Healthcare
MRK,2018-02-02,0.528433,0.010046,0.177093,0.009597,Healthcare
MRK,2023-08-01,0.552077,0.008625,0.24236,0.007155,Healthcare
MRK,2021-04-29,0.443588,0.005741,0.191269,0.00699,Healthcare
MRK,2020-02-05,0.524388,0.007773,0.191766,0.00716,Healthcare
MRK,2022-02-03,0.604558,0.008903,0.177945,0.010317,Healthcare
MRK,2019-02-01,0.562727,0.008969,0.214796,0.009642,Healthcare
MRK,2023-10-26,0.526489,0.007712,0.261472,0.005509,Healthcare
MRK,2018-05-01,0.479475,0.007338,0.27306,0.008122,Healthcare
MRK,2021-07-29,0.641319,0.005617,0.211238,0.006383,Healthcare
MRK,2019-04-30,0.527211,0.00621,0.184248,0.008964,Healthcare
MRK,2020-10-27,0.528939,0.006962,0.170133,0.009341,Healthcare
MRK,2023-02-02,0.64092,0.007427,0.170439,0.006992,Healthcare
MRK,2022-07-28,0.559945,0.00651,0.189878,0.009063,Healthcare
MRK,2020-04-28,0.272474,0.008111,0.054774,0.014782,Healthcare
MRK,2021-02-04,0.503016,0.009089,0.146501,0.008553,Healthcare
MRK,2019-10-29,0.518564,0.010094,0.22556,0.008066,Healthcare
MRK,2023-04-27,0.593376,0.008638,0.163334,0.011131,Healthcare
MRK,2019-07-30,0.527742,0.006936,0.163717,0.008712,Healthcare
MRK,2022-10-27,0.607755,0.0076,0.212259,0.01001,Healthcare
MRK,2021-10-28,0.656931,0.005737,0.232734,0.011274,Healthcare
MRK,2022-04-28,0.543449,0.006663,0.208032,0.010066,Healthcare
JNJ,2020-01-22,0.324302,0.008613,0.354826,0.007118,Healthcare
JNJ,2018-07-17,0.338933,0.009181,0.263275,0.008702,Healthcare
JNJ,2022-01-25,0.411072,0.00979,0.300328,0.009458,Healthcare
JNJ,2021-01-26,0.21836,0.00652,0.316263,0.009493,Healthcare
JNJ,2023-10-17,0.377525,0.008563,0.362534,0.008665,Healthcare
JNJ,2018-04-17,0.289665,0.012788,0.253401,0.005997,Healthcare
JNJ,2020-10-13,0.381391,0.008236,0.271444,0.009464,Healthcare
JNJ,2020-07-16,0.05949,0.008988,0.157448,0.010589,Healthcare
JNJ,2022-10-18,0.429313,0.008634,0.334757,0.010048,Healthcare
JNJ,2023-07-20,0.422079,0.007692,0.361766,0.006031,Healthcare
JNJ,2019-07-16,0.371228,0.005254,0.323892,0.006593,Healthcare
JNJ,2022-04-19,0.295537,0.008177,0.301183,0.007624,Healthcare
JNJ,2021-04-20,0.498963,0.008367,0.36226,0.009314,Healthcare
JNJ,2021-10-19,0.264077,0.008662,0.307054,0.008057,Healthcare
JNJ,2018-10-16,0.408648,0.012525,0.278806,0.012667,Healthcare
JNJ,2023-01-24,0.324116,0.008248,0.23824,0.010374,Healthcare
JNJ,2022-07-19,0.386,0.008558,0.355019,0.006274,Healthcare
JNJ,2019-04-16,0.386988,0.006173,0.207504,0.008513,Healthcare
JNJ,2019-10-15,0.435277,0.009945,0.366688,0.006857,Healthcare
JNJ,2020-04-14,0.241863,0.009701,0.179076,0.007998,Healthcare
JNJ,2021-07-21,0.559444,0.007505,0.255619,0.007222,Healthcare
JNJ,2019-01-22,0.506738,0.007041,0.309183,0.006347,Healthcare
INVH,2021-02-17,0.427676,0.011491,0.170588,0.00963,Real Estate
INVH,2018-11-05,0.338876,0.009154,0.114645,0.008211,Real Estate
INVH,2021-04-29,0.428793,0.011188,0.228671,0.009454,Real Estate
INVH,2020-10-29,0.499188,0.010138,0.162996,0.010432,Real Estate
INVH,2020-08-04,0.361294,0.00934,0.275436,0.009098,Real Estate
INVH,2019-10-30,0.409817,0.008297,0.155145,0.010299,Real Estate
INVH,2020-02-19,0.478374,0.007958,0.160124,0.009276,Real Estate
INVH,2020-05-07,0.351266,0.014002,0.128381,0.01338,Real Estate
INVH,2021-07-29,0.398183,0.010484,0.104261,0.010445,Real Estate
INVH,2019-02-15,0.420872,0.008788,0.194893,0.008739,Real Estate
INVH,2019-05-07,0.360318,0.005747,0.14331,0.009013,Real Estate
INVH,2018-08-10,0.497045,0.00928,0.123175,0.008727,Real Estate
INVH,2021-10-28,0.465971,0.012021,0.148866,0.007421,Real Estate
INVH,2019-07-31,0.425623,0.006299,0.196282,0.011261,Real Estate
AGEN,2022-05-10,0.432909,0.00589,0.122574,0.008181,Healthcare
AGEN,2022-11-08,0.181154,0.00597,0.172945,0.006984,Healthcare
AGEN,2020-03-12,0.260282,0.00753,0.163778,0.016182,Healthcare
AGEN,2022-08-09,0.380922,0.004608,0.161423,0.012484,Healthcare
AGEN,2020-10-29,0.303614,0.006343,0.107754,0.007438,Healthcare
AGEN,2023-05-09,0.311783,0.007501,0.161937,0.010664,Healthcare
AGEN,2019-05-09,0.391498,0.005822,0.076932,0.008475,Healthcare
AGEN,2019-03-14,0.476121,0.006512,0.193645,0.011475,Healthcare
AGEN,2023-03-14,0.435871,0.00503,0.124784,0.010943,Healthcare
AGEN,2020-08-06,0.374979,0.004481,0.122766,0.008246,Healthcare
AGEN,2020-05-08,0.376216,0.005763,0.138082,0.01524,Healthcare
AGEN,2019-08-08,0.246313,0.006222,0.12307,0.012777,Healthcare
AGEN,2019-11-04,0.352641,0.002948,0.163096,0.009333,Healthcare
AGEN,2022-03-01,0.346333,0.004172,0.16768,0.019541,Healthcare
AGEN,2021-08-09,0.201651,0.007911,0.167508,0.006452,Healthcare
AGEN,2021-11-12,0.281562,0.004593,0.107656,0.0115,Healthcare
AGEN,2021-05-06,0.10472,0.006583,0.175234,0.01295,Healthcare
AGEN,2021-03-15,0.36739,0.006238,0.16647,0.014271,Healthcare
BAC,2019-10-16,0.396333,0.0061,0.167368,0.007529,Financial Services
BAC,2021-07-14,0.212812,0.00484,0.048797,0.008045,Financial Services
BAC,2020-10-14,0.061307,0.008808,0.133344,0.007571,Financial Services
BAC,2019-01-16,0.449713,0.007507,0.188525,0.009446,Financial Services
BAC,2020-01-15,0.425173,0.005185,0.163403,0.008018,Financial Services
BAC,2018-07-16,0.305212,0.006549,0.18649,0.006365,Financial Services
BAC,2023-10-17,0.23689,0.004997,0.155838,0.007478,Financial Services
BAC,2023-07-18,0.191244,0.006318,0.068155,0.005212,Financial Services
BAC,2018-10-15,0.351624,0.004474,0.181437,0.006113,Financial Services
BAC,2020-07-16,0.14687,0.006163,-0.014398,0.006795,Financial Services
BAC,2021-04-15,0.38845,0.006638,0.145222,0.00752,Financial Services
BAC,2022-01-19,0.42584,0.003666,0.182987,0.007187,Financial Services
BAC,2018-04-16,0.380042,0.003809,0.133999,0.006715,Financial Services
BAC,2021-10-14,0.387146,0.004747,0.150955,0.007534,Financial Services
BAC,2023-01-13,0.281345,0.004978,0.08252,0.007628,Financial Services
BAC,2021-01-19,0.172395,0.004423,0.073057,0.007014,Financial Services
BAC,2022-10-17,0.254859,0.004517,0.127685,0.006904,Financial Services
BAC,2022-04-18,0.2122,0.006794,0.163447,0.007549,Financial Services
BAC,2019-07-17,0.244458,0.006895,0.144205,0.007415,Financial Services
BAC,2018-01-17,0.343976,0.007522,0.195538,0.006447,Financial Services
BAC,2020-04-15,0.112742,0.006335,0.023255,0.009369,Financial Services
BAC,2019-04-16,0.236936,0.00449,0.114768,0.006183,Financial Services
BAC,2022-07-18,0.292794,0.005342,0.131079,0.00487,Financial Services
CF,2019-08-01,0.315977,0.008628,0.077647,0.006557,Basic Materials
CF,2019-05-02,0.273987,0.010239,0.070833,0.007883,Basic Materials
CF,2020-02-13,0.416101,0.012676,0.139456,0.008104,Basic Materials
CF,2021-08-10,0.304198,0.011752,0.266197,0.006465,Basic Materials
CF,2019-10-31,0.527777,0.011905,0.11464,0.009258,Basic Materials
CF,2020-11-05,0.39562,0.008734,0.116109,0.006747,Basic Materials
CF,2020-05-07,0.307077,0.009993,0.023646,0.008144,Basic Materials
CF,2020-08-06,0.31897,0.014313,0.049439,0.006653,Basic Materials
CF,2018-11-01,0.199785,0.013849,0.048514,0.012101,Basic Materials
CF,2019-02-14,0.439214,0.013286,0.033927,0.008118,Basic Materials
CF,2021-11-04,0.288358,0.010335,0.142428,0.008815,Basic Materials
CF,2021-05-06,0.311521,0.010945,0.082931,0.007359,Basic Materials
CF,2021-02-18,0.368472,0.007701,0.096864,0.009491,Basic Materials
EXAS,2023-11-01,0.47834,0.005083,0.178025,0.005526,Healthcare
EXAS,2022-02-22,0.277997,0.007886,0.214369,0.008944,Healthcare
EXAS,2023-08-01,0.469464,0.003289,0.156948,0.007505,Healthcare
EXAS,2022-04-26,0.305194,0.00672,0.208589,0.009336,Healthcare
EXAS,2021-05-04,0.35661,0.005363,0.130162,0.008968,Healthcare
EXAS,2021-02-16,0.309878,0.006468,0.160359,0.008631,Healthcare
EXAS,2020-07-30,0.278993,0.007713,0.232041,0.006666,Healthcare
EXAS,2023-02-21,0.392093,0.004994,0.258769,0.007318,Healthcare
EXAS,2021-07-28,0.362452,0.00649,0.197337,0.010038,Healthcare
EXAS,2020-05-06,0.032433,0.004262,0.172377,0.008084,Healthcare
EXAS,2022-08-02,0.327434,0.006353,0.173217,0.007691,Healthcare
EXAS,2023-05-09,0.408573,0.004667,0.268048,0.00735,Healthcare
EXAS,2022-11-03,0.365409,0.005342,0.207156,0.005911,Healthcare
EXAS,2018-08-01,0.586285,0.003804,0.216094,0.006975,Healthcare
EXAS,2021-11-02,0.267263,0.007551,0.106619,0.007627,Healthcare
EXAS,2019-10-29,0.449591,0.0047,0.18961,0.006941,Healthcare
EXAS,2019-07-30,0.511442,0.010657,0.308004,0.007904,Healthcare
EXAS,2020-02-11,0.450944,0.006005,0.271923,0.005344,Healthcare
IT,2020-02-04,0.412188,0.004398,0.253581,0.006655,Technology
IT,2020-11-03,0.28168,0.004554,0.275859,0.007266,Technology
IT,2021-05-04,0.421296,0.002118,0.330068,0.008447,Technology
IT,2020-08-04,0.085768,0.005826,0.045921,0.007528,Technology
IT,2019-10-31,0.330989,0.002687,0.221112,0.006868,Technology
IT,2020-05-07,0.060814,0.006417,-0.004504,0.009061,Technology
IT,2019-05-07,0.348584,0.004527,0.158563,0.00439,Technology
IT,2021-08-03,0.48039,0.003359,0.211361,0.006616,Technology
IT,2021-02-09,0.26622,0.004307,0.316453,0.007907,Technology
IT,2018-08-01,0.430078,0.002219,0.174997,0.005299,Technology
IT,2021-11-02,0.428576,0.001725,0.334001,0.00561,Technology
IT,2018-11-01,0.354049,0.00302,0.203859,0.006047,Technology
IT,2019-07-30,0.40001,0.00369,0.19517,0.007091,Technology
IT,2019-02-05,0.488683,0.003998,0.221771,0.005505,Technology
BIDU,2020-08-14,0.453662,0.006789,0.214219,0.008947,Communication Services
BIDU,2022-05-26,0.484785,0.00517,0.404457,0.00622,Communication Services
BIDU,2023-11-21,0.524903,0.006063,0.430071,0.005045,Communication Services
BIDU,2020-02-28,0.434937,0.004436,0.153561,0.006317,Communication Services
BIDU,2022-11-22,0.447308,0.006632,0.431188,0.008202,Communication Services
BIDU,2021-11-17,0.524198,0.005778,0.187215,0.009493,Communication Services
BIDU,2019-11-07,0.465928,0.005319,0.236613,0.006068,Communication Services
BIDU,2018-07-31,0.362475,0.007659,0.1592,0.007047,Communication Services
BIDU,2021-05-18,0.561815,0.005732,0.218727,0.006866,Communication Services
BIDU,2018-02-13,0.438201,0.004345,0.258718,0.005269,Communication Services
BIDU,2023-02-22,0.404751,0.005008,0.345124,0.006952,Communication Services
BIDU,2022-03-01,0.509272,0.00711,0.431418,0.009461,Communication Services
BIDU,2022-08-30,0.472266,0.006611,0.356719,0.006835,Communication Services
BIDU,2019-05-17,0.493089,0.005912,0.144553,0.008407,Communication Services
BIDU,2019-08-19,0.336909,0.005318,0.126783,0.006621,Communication Services
BIDU,2020-11-17,0.49715,0.005824,0.250111,0.005459,Communication Services
BIDU,2021-08-12,0.480605,0.00404,0.20376,0.005345,Communication Services
BIDU,2023-08-22,0.498429,0.003658,0.421931,0.006961,Communication Services
BIDU,2018-02-21,0.495543,0.005073,0.187774,0.006353,Communication Services
BIDU,2021-02-18,0.587498,0.005029,0.142368,0.004866,Communication Services
BIDU,2020-05-19,0.237506,0.005366,0.225977,0.007202,Communication Services
BIDU,2023-05-16,0.478082,0.005293,0.504271,0.005116,Communication Services
BIDU,2018-10-30,0.423346,0.006823,0.100486,0.008494,Communication Services
CYBR,2020-02-12,0.469569,0.007846,0.226268,0.005969,Unknown
CYBR,2021-05-05,0.378311,0.005769,0.208247,0.009529,Unknown
CYBR,2019-05-14,0.527774,0.007451,0.204575,0.006373,Unknown
CYBR,2021-02-11,0.481701,0.007209,0.239522,0.011088,Unknown
CYBR,2020-08-04,0.339564,0.008535,0.19342,0.007302,Unknown
CYBR,2019-08-07,0.495291,0.005547,0.181778,0.007482,Unknown
CYBR,2019-11-06,0.50772,0.007617,0.126905,0.005467,Unknown
CYBR,2020-11-10,0.540311,0.005739,0.198713,0.007726,Unknown
CYBR,2020-05-13,0.373289,0.009134,0.151214,0.006263,Unknown
CYBR,2019-02-14,0.552882,0.00578,0.186232,0.006636,Unknown
CYBR,2021-11-04,0.553885,0.006999,0.195987,0.004926,Unknown
CYBR,2018-11-07,0.591848,0.00611,0.330233,0.006944,Unknown
CYBR,2021-08-12,0.519424,0.005538,0.315782,0.008577,Unknown
BBWI,2019-11-21,0.189885,0.008147,0.148413,0.006357,Consumer Cyclical
BBWI,2019-05-23,0.222128,0.010941,0.216693,0.006305,Consumer Cyclical
BBWI,2020-05-21,0.212169,0.008114,0.18603,0.007825,Consumer Cyclical
BBWI,2020-11-19,0.124783,0.012658,0.24729,0.007357,Consumer Cyclical
BBWI,2018-08-23,0.266349,0.004174,0.134366,0.007857,Consumer Cyclical
BBWI,2021-02-25,0.517576,0.008763,0.232004,0.007408,Consumer Cyclical
BBWI,2018-11-20,0.042694,0.003356,0.160804,0.006077,Consumer Cyclical
BBWI,2021-05-20,0.392823,0.007505,0.231904,0.006338,Consumer Cyclical
BBWI,2020-08-20,0.189443,0.010081,0.239042,0.005178,Consumer Cyclical
BBWI,2019-08-22,0.232461,0.012295,0.172183,0.007359,Consumer Cyclical
BBWI,2019-02-28,0.089017,0.006757,0.2002,0.007311,Consumer Cyclical
BBWI,2020-02-27,0.125978,0.009401,0.094533,0.011196,Consumer Cyclical
BOKF,2020-01-22,0.038368,0.006013,0.114024,0.008335,Financial Services
BOKF,2019-07-24,0.415981,0.003807,0.099859,0.009129,Financial Services
BOKF,2021-10-20,0.211433,0.005924,0.186883,0.010812,Financial Services
BOKF,2019-04-24,0.195058,0.006887,0.087236,0.008792,Financial Services
BOKF,2021-01-20,0.156632,0.005932,0.162098,0.007929,Financial Services
BOKF,2019-01-30,0.240038,0.004272,0.089965,0.009137,Financial Services
BOKF,2020-07-22,0.453514,0.010968,0.168005,0.01116,Financial Services
BOKF,2021-04-21,0.138648,0.008646,0.212187,0.008507,Financial Services
